FID,NAME,CITY,STATE,COUNTY,STATUS,TYPE
4562,LIFECARE HOSPITALS OF SOUTH TEXAS - MCALLEN NORTH,MCALLEN,TX,HIDALGO,CLOSED,GENERAL ACUTE CARE
4563,MEDICAL CITY MCKINNEY,MCKINNEY,TX,COLLIN,OPEN,GENERAL ACUTE CARE
4564,MEDICAL CITY NORTH HILLS,NORTH RICHLAND HILLS,TX,TARRANT,OPEN,GENERAL ACUTE CARE
4565,TRINITY MEDICAL CENTER - 7TH STREET CAMPUS - DBA TRINITY MOLINE,MOLINE,IL,ROCK ISLAND,OPEN,GENERAL ACUTE CARE
4566,MEMORIAL HERMANN SUGAR LAND,SUGAR LAND,TX,FORT BEND,OPEN,GENERAL ACUTE CARE
4567,WILBARGER GENERAL HOSPITAL,VERNON,TX,WILBARGER,OPEN,GENERAL ACUTE CARE
4568,HCA HOUSTON HEALTHCARE CLEAR LAKE,WEBSTER,TX,HARRIS,OPEN,GENERAL ACUTE CARE
4569,TEXAS HEALTH PRESBYTERIAN HOSPITAL DALLAS,DALLAS,TX,DALLAS,OPEN,GENERAL ACUTE CARE
4570,LIFECARE HOSPITALS OF SOUTH TEXAS - MCALLEN SOUTH,MCALLEN,TX,HIDALGO,CLOSED,GENERAL ACUTE CARE
4571,APOLLO HOSPITAL,THE WOODLANDS,TX,MONTGOMERY,CLOSED,GENERAL ACUTE CARE
4572,UNM CHILDREN'S PSYCHIATRIC CENTER,ALBUQUERQUE,NM,BERNALILLO,OPEN,CHILDREN
4573,NORTHEAST METHODIST HOSPITAL,LIVE OAK,TX,BEXAR,OPEN,GENERAL ACUTE CARE
4574,MISSION TRAIL BAPTIST HOSPITAL-ER,SAN ANTONIO,TX,BEXAR,OPEN,GENERAL ACUTE CARE
4575,PERMIAN REGIONAL MEDICAL CENTER,ANDREWS,TX,ANDREWS,OPEN,GENERAL ACUTE CARE
4576,BAYLOR SCOTT & WHITE HOSPITAL - BRENHAM,BRENHAM,TX,WASHINGTON,OPEN,GENERAL ACUTE CARE
4577,MARY HURLEY HOSPITAL,COALGATE,OK,COAL,OPEN,GENERAL ACUTE CARE
4578,ASANTE ROGUE REGIONAL MEDICAL CENTER,MEDFORD,OR,JACKSON,OPEN,GENERAL ACUTE CARE
4579,FOREST PARK MEDICAL CENTER,DALLAS,TX,DALLAS,CLOSED,GENERAL ACUTE CARE
4580,KAISER FOUNDATION HOSPITAL - WESTSIDE,HILLSBORO,OR,WASHINGTON,OPEN,GENERAL ACUTE CARE
4581,DETAR NORTH,VICTORIA,TX,VICTORIA,OPEN,GENERAL ACUTE CARE
4582,WISE REGIONAL HEALTH SYSTEM,DECATUR,TX,WISE,OPEN,GENERAL ACUTE CARE
4583,LAFAYETTE REGIONAL REHABILITATION HOSPITAL,LAFAYETTE,IN,TIPPECANOE,OPEN,REHABILITATION
4584,CYPRESS FAIRBANKS MEDICAL CENTER,HOUSTON,TX,HARRIS,OPEN,GENERAL ACUTE CARE
4585,HAWAII MEDICAL CENTER EAST,HONOLULU,HI,HONOLULU,CLOSED,GENERAL ACUTE CARE
4586,RAYMOND G. MURPHY VA MEDICAL CENTER,ALBUQUERQUE,NM,BERNALILLO,OPEN,GENERAL ACUTE CARE
4587,CHALMERS P. WYLIE VA AMBULATORY CARE CENTER,COLUMBUS,OH,FRANKLIN,OPEN,MILITARY
4588,VA MEDICAL CENTER - LYONS CAMPUS,LYONS,NJ,SOMERSET,OPEN,GENERAL ACUTE CARE
4589,VA MEDICAL CENTER - WEST ROXBURY DIVISION,WEST ROXBURY,MA,SUFFOLK,OPEN,MILITARY
4590,ALEDA E. LUTZ VA MEDICAL CENTER,SAGINAW,MI,SAGINAW,OPEN,MILITARY
4591,CASS LAKE HOSPITAL,CASS LAKE,MN,CASS,OPEN,CRITICAL ACCESS
4592,G.V. (SONNY) MONTGOMERY VA MEDICAL CENTER,JACKSON,MS,HINDS,OPEN,MILITARY
4593,VA MEDICAL CENTER - FORT MEADE CAMPUS,FORT MEADE,SD,MEADE,OPEN,MILITARY
4594,VA MEDICAL CENTER - WHITE RIVER JUNCTION,WHITE RIVER JUNCTION,VT,WINDSOR,OPEN,MILITARY
4595,MAYO CLINIC HOSPITAL METHODIST CAMPUS,ROCHESTER,MN,OLMSTED,OPEN,GENERAL ACUTE CARE
4596,ESSENTIA HEALTH VIRGINIA,VIRGINIA,MN,ST. LOUIS,OPEN,GENERAL ACUTE CARE
4597,VA BUTLER HEALTHCARE,BUTLER,PA,BUTLER,OPEN,MILITARY
4598,GENESIS MEDICAL CENTER WEST-DAVENPORT,DAVENPORT,IA,SCOTT,OPEN,GENERAL ACUTE CARE
4600,OU MEDICAL CENTER EDMOND-ER,EDMOND,OK,OKLAHOMA,OPEN,GENERAL ACUTE CARE
4601,BEATRICE COMMUNITY HOSPITAL,BEATRICE,NE,GAGE,OPEN,CRITICAL ACCESS
4602,PARSONS STATE HOSPITAL,PARSONS,KS,LABETTE,OPEN,GENERAL ACUTE CARE
4603,MERIT HEALTH MADISON,CANTON,MS,MADISON,OPEN,GENERAL ACUTE CARE
4604,NORMAN REGIONAL HEALTHPLEX,NORMAN,OK,CLEVELAND,OPEN,GENERAL ACUTE CARE
4605,PLUM CREEK SPECIALTY HOSPITAL,AMARILLO,TX,POTTER,OPEN,LONG TERM CARE
4606,DORMINY MEDICAL CENTER,FITZGERALD,GA,BEN HILL,OPEN,GENERAL ACUTE CARE
4607,IU HEALTH UNIVERSITY HOSPITAL,INDIANAPOLIS,IN,MARION,OPEN,GENERAL ACUTE CARE
4608,CINCINNATI CHILDREN'S LIBERTY,MIDDLETOWN,OH,BUTLER,OPEN,CHILDREN
4609,RILEY HOSPITAL FOR CHILDREN,INDIANAPOLIS,IN,MARION,OPEN,CHILDREN
4610,BETHESDA ARROW SPRINGS-ER,LEBANON,OH,WARREN,CLOSED,GENERAL ACUTE CARE
4611,METHODIST HOSPITAL-SOUTHLAKE,MERRILLVILLE,IN,LAKE,OPEN,GENERAL ACUTE CARE
4612,WARD MEMORIAL HOSPITAL,MONAHANS,TX,WARD,OPEN,CRITICAL ACCESS
4613,CORNERSTONE HOSPITAL OF AUSTIN,AUSTIN,TX,TRAVIS,OPEN,LONG TERM CARE
4614,MID - JEFFERSON EXTENDED CARE HOSPITAL OF BEAUMONT,BEAUMONT,TX,JEFFERSON,OPEN,LONG TERM CARE
4615,TEXAS CENTER FOR INFECTIOUS DISEASE,SAN ANTONIO,TX,BEXAR,OPEN,GENERAL ACUTE CARE
4616,INTEGRITY TRANSITIONAL HOSPITAL,DENTON,TX,DENTON,OPEN,LONG TERM CARE
4617,PREMIER SPECIALTY HOSPITAL OF EL PASO,EL PASO,TX,EL PASO,OPEN,LONG TERM CARE
4618,KINDRED HOSPITAL EL PASO,EL PASO,TX,EL PASO,OPEN,LONG TERM CARE
4619,KINDRED HOSPITAL - TARRANT COUNTY - FORT WORTH SOUTHWEST,FORT WORTH,TX,TARRANT,OPEN,LONG TERM CARE
4620,HANSFORD COUNTY HOSPITAL,SPEARMAN,TX,HANSFORD,OPEN,GENERAL ACUTE CARE
4621,ACUITY HOSPITAL OF SOUTH TEXAS,SAN ANTONIO,TX,BEXAR,OPEN,LONG TERM CARE
4622,BAPTIST EMERGENCY HOSPITAL - THOUSAND OAKS,SAN ANTONIO,TX,BEXAR,OPEN,GENERAL ACUTE CARE
4623,EL PASO VA HEALTH CARE SYSTEM,EL PASO,TX,EL PASO,OPEN,MILITARY
4624,WEIMAR MEDICAL CENTER,WEIMAR,TX,COLORADO,OPEN,GENERAL ACUTE CARE
4625,BAPTIST EMERGENCY HOSPITAL - WESTOVER HILLS,SAN ANTONIO,TX,BEXAR,OPEN,GENERAL ACUTE CARE
4626,CHILDREN'S HOSPITAL OF SAN ANTONIO,SAN ANTONIO,TX,BEXAR,OPEN,CHILDREN
4627,CHRISTUS SANTA ROSA - MEDICAL CENTER,SAN ANTONIO,TX,BEXAR,OPEN,GENERAL ACUTE CARE
4628,MAGNOLIA BEHAVIORAL HOSPITAL OF EAST TEXAS,LONGVIEW,TX,GREGG,OPEN,PSYCHIATRIC
4629,MEDICAL CITY OF MCKINNEY - WYSONG CAMPUS,MCKINNEY,TX,COLLIN,OPEN,PSYCHIATRIC
4630,PACIFIC SHORES HOSPITAL,OXNARD,CA,VENTURA,CLOSED,PSYCHIATRIC
4631,WELLBRIDGE HOSPITAL OF SAN MARCOS,SAN MARCOS,TX,HAYS,OPEN,PSYCHIATRIC
4632,QUEENS MEDICAL CENTER,HONOLULU,HI,HONOLULU,OPEN,GENERAL ACUTE CARE
4633,PALESTINE REGIONAL REHABILITATION AND PSYCHIATRIC CAMPUS,PALESTINE,TX,ANDERSON,OPEN,REHABILITATION
4634,ANDALUSIA REGIONAL HOSPITAL,ANDALUSIA,AL,COVINGTON,OPEN,GENERAL ACUTE CARE
4635,BAYPOINTE BEHAVIORAL HEALTH,MOBILE,AL,MOBILE,OPEN,PSYCHIATRIC
4636,KAU HOSPITAL,PAHALA,HI,HAWAII,OPEN,GENERAL ACUTE CARE
4637,MERCY MEDICAL CENTER-NORTH IOWA,MASON CITY,IA,CERRO GORDO,OPEN,GENERAL ACUTE CARE
4638,SHENANDOAH MEMORIAL HOSPITAL,SHENANDOAH,IA,PAGE,OPEN,CRITICAL ACCESS
4639,ST. LUKE'S METHODIST HOSPITAL,CEDAR RAPIDS,IA,LINN,OPEN,GENERAL ACUTE CARE
4640,SKIFF MEDICAL CENTER,NEWTON,IA,JASPER,OPEN,GENERAL ACUTE CARE
4641,BUCHANAN COUNTY HEALTH CENTER,INDEPENDENCE,IA,BUCHANAN,OPEN,CRITICAL ACCESS
4642,HENRY COUNTY HEALTH CENTER,MOUNT PLEASANT,IA,HENRY,OPEN,CRITICAL ACCESS
4643,KEOKUK COUNTY HEALTH CENTER,SIGOURNEY,IA,KEOKUK,OPEN,CRITICAL ACCESS
4644,METHODIST JENNIE EDMUNDSON,COUNCIL BLUFFS,IA,POTTAWATTAMIE,OPEN,GENERAL ACUTE CARE
4645,DAVIS COUNTY HOSPITAL,BLOOMFIELD,IA,DAVIS,OPEN,CRITICAL ACCESS
4646,GEORGE C GRAPE COMMUNITY HOSPITAL,HAMBURG,IA,FREMONT,OPEN,CRITICAL ACCESS
4647,MCLAREN OAKLAND,PONTIAC,MI,OAKLAND,OPEN,GENERAL ACUTE CARE
4648,GRUNDY COUNTY MEMORIAL HOSPITAL,GRUNDY CENTER,IA,GRUNDY,OPEN,CRITICAL ACCESS
4649,GUTTENBERG MUNICIPAL HOSPITAL,GUTTENBERG,IA,CLAYTON,OPEN,CRITICAL ACCESS
4650,HANCOCK COUNTY HEALTH SYSTEM,BRITT,IA,HANCOCK,OPEN,CRITICAL ACCESS
4651,ADVOCATE GOOD SAMARITAN HOSPITAL,DOWNERS GROVE,IL,DUPAGE,OPEN,GENERAL ACUTE CARE
4652,ADVOCATE SHERMAN HOSPITAL,ELGIN,IL,KANE,OPEN,GENERAL ACUTE CARE
4653,PRESENCE SAINT JOSEPH HOSPITAL,ELGIN,IL,KANE,OPEN,GENERAL ACUTE CARE
4654,PRESENCE CHICAGO HOSPITALS NETWORK DBA PRESENCE SAINT FRANCIS HOSPITAL,EVANSTON,IL,COOK,OPEN,GENERAL ACUTE CARE
4655,PRESENCE CENTRAL AND SUBURBAN HOSPITALS NETWORK DBA PRESENCE ST JOSEPH MEDICAL CENTER,JOLIET,IL,WILL,OPEN,GENERAL ACUTE CARE
4656,PRESENCE CENTRAL AND SUBURBAN HOSPITALS NETWORK DBA PRECENCE ST MARYS HOSPITAL,KANKAKEE,IL,KANKAKEE,OPEN,GENERAL ACUTE CARE
4657,JOHN & MARY KIRBY HOSPITAL,MONTICELLO,IL,PIATT,CLOSED,CRITICAL ACCESS
4658,ALAMEDA HOSPITAL-SOUTH SHORE CONVALESCENT HOSPITAL,ALAMEDA,CA,ALAMEDA,OPEN,GENERAL ACUTE CARE
4659,UCHEALTH GREELEY HOSPITAL,GREELEY,CO,WELD,OPEN,GENERAL ACUTE CARE
4660,ST SIMONS BY-THE-SEA HOSPITAL,ST. SIMONS,GA,GLYNN,OPEN,PSYCHIATRIC
4661,SELECT SPECIALTY HOSPITAL - SAVANNAH,SAVANNAH,GA,CHATHAM,OPEN,LONG TERM CARE
4662,DELTA COUNTY MEMORIAL HOSPITAL,DELTA,CO,DELTA,OPEN,GENERAL ACUTE CARE
4663,MELISSA MEMORIAL HOSPITAL,HOLYOKE,CO,PHILLIPS,OPEN,CRITICAL ACCESS
4664,MIDDLE PARK MEDICAL CENTER,KREMMLING,CO,GRAND,OPEN,CRITICAL ACCESS
4665,OPTIM MEDICAL CENTER TATTNALL,REIDSVILLE,GA,TATTNALL,OPEN,CRITICAL ACCESS
4666,EAST GEORGIA REGIONAL MEDICAL CENTER,STATESBORO,GA,BULLOCH,OPEN,GENERAL ACUTE CARE
4667,TRINITY HOSPITAL OF AUGUSTA,AUGUSTA,GA,RICHMOND,OPEN,GENERAL ACUTE CARE
4668,EAST CENTRAL REGIONAL HOSPITAL,AUGUSTA,GA,RICHMOND,OPEN,PSYCHIATRIC
4669,SELECT SPECIALTY HOSPITAL - AUGUSTA,AUGUSTA,GA,RICHMOND,OPEN,LONG TERM CARE
4670,"PARK CENTER, INC",FORT WAYNE,IN,ALLEN,OPEN,PSYCHIATRIC
4671,FAIRVIEW PARK HOSPITAL,DUBLIN,GA,LAURENS,OPEN,GENERAL ACUTE CARE
4672,MEMORIAL HOSPITAL AND MANOR,BAINBRIDGE,GA,DECATUR,OPEN,GENERAL ACUTE CARE
4673,ATRIUM HEALTH LINCOLN,LINCOLNTON,NC,LINCOLN,OPEN,GENERAL ACUTE CARE
4674,WILLS MEMORIAL HOSPITAL,WASHINGTON,GA,WILKES,OPEN,GENERAL ACUTE CARE
4675,WOMEN'S & CHILDREN'S HOSPITAL,LAFAYETTE,LA,LAFAYETTE,OPEN,SPECIAL
4676,OCEANS BEHAVIORAL HOSPITAL OF GREATER NEW ORLEANS,KENNER,LA,JEFFERSON,OPEN,PSYCHIATRIC
4677,ST. CATHERINE MEMORIAL HOSPITAL,NEW ORLEANS,LA,ORLEANS,OPEN,LONG TERM CARE
4678,ADVENTIST HEALTH MEDICAL CENTER TEHACHAPI VALLEY,TEHACHAPI,CA,KERN,OPEN,GENERAL ACUTE CARE
4679,ST VINCENT KOKOMO,KOKOMO,IN,HOWARD,OPEN,GENERAL ACUTE CARE
4680,KING'S DAUGHTERS' HEALTH,MADISON,IN,JEFFERSON,OPEN,GENERAL ACUTE CARE
4681,EASTERN LA MENTAL HEALTH SYSTEM,JACKSON,LA,EAST FELICIANA,OPEN,PSYCHIATRIC
4683,LANTERMAN DEVELOPMENTAL CENTER,POMONA,CA,LOS ANGELES,CLOSED,LONG TERM CARE
4684,WALTON REHABILITATION HOSPITAL,AUGUSTA,GA,RICHMOND,OPEN,REHABILITATION
4685,RANGELY DISTRICT HOSPITAL,RANGELY,CO,RIO BLANCO,OPEN,CRITICAL ACCESS
4686,SAN ANTONIO REGIONAL HOSPITAL,UPLAND,CA,SAN BERNARDINO,OPEN,GENERAL ACUTE CARE
4687,COMMUNITY HOSPITAL,GRAND JUNCTION,CO,MESA,OPEN,GENERAL ACUTE CARE
4688,MCKEE MEDICAL CENTER,LOVELAND,CO,LARIMER,OPEN,GENERAL ACUTE CARE
4689,MEDICAL CENTER OF THE ROCKIES,LOVELAND,CO,LARIMER,OPEN,GENERAL ACUTE CARE
4690,ASPIRUS LANGLADE HOSPITAL,ANTIGO,WI,LANGLADE,OPEN,GENERAL ACUTE CARE
4691,AURORA MEMORIAL HSPTL BURLINGTON,BURLINGTON,WI,RACINE,OPEN,GENERAL ACUTE CARE
4692,INTEGRIS COMMUNITY HOSPITAL - COUNCIL CROSSING,OKLAHOMA CITY,OK,OKLAHOMA,OPEN,GENERAL ACUTE CARE
4693,HILLSIDE HOSPITAL,ATLANTA,GA,FULTON,OPEN,PSYCHIATRIC
4694,PIEDMONT HOSPITAL,ATLANTA,GA,FULTON,OPEN,GENERAL ACUTE CARE
4695,NORTHSIDE HOSPITAL,ATLANTA,GA,FULTON,OPEN,GENERAL ACUTE CARE
4696,TRINITY MUSCATINE,MUSCATINE,IA,MUSCATINE,OPEN,GENERAL ACUTE CARE
4697,MT SAN RAFAEL HOSPITAL,TRINIDAD,CO,LAS ANIMAS,OPEN,CRITICAL ACCESS
4698,PARKVIEW MEDICAL CENTER INC,PUEBLO,CO,PUEBLO,OPEN,GENERAL ACUTE CARE
4699,VCU HEALTH SYSTEM,RICHMOND,VA,RICHMOND CITY,OPEN,GENERAL ACUTE CARE
4700,CHILDREN'S NATIONAL MEDICAL CENTER,WASHINGTON,DC,DISTRICT OF COLUMBIA,OPEN,CHILDREN
4701,MEDSTAR NATIONAL REHABILITATION HOSPITAL,WASHINGTON,DC,DISTRICT OF COLUMBIA,OPEN,REHABILITATION
4702,HOWARD UNIVERSITY HOSPITAL,WASHINGTON,DC,DISTRICT OF COLUMBIA,OPEN,GENERAL ACUTE CARE
4703,PROVIDENCE HOSPITAL,WASHINGTON,DC,DISTRICT OF COLUMBIA,CLOSED,GENERAL ACUTE CARE
4704,HEALTHSOUTH REHABILITATION HOSPITAL OF MIDDLETOWN,MIDDLETOWN,DE,NEW CASTLE,OPEN,REHABILITATION
4705,BRANDON REGIONAL HOSPITAL,BRANDON,FL,HILLSBOROUGH,OPEN,GENERAL ACUTE CARE
4706,WOLFSON CHILDREN'S HOSPITAL - JACKSONVILLE,JACKSONVILLE,FL,DUVAL,OPEN,CHILDREN
4707,LIFESTREAM BEHAVIORAL CENTER,LEESBURG,FL,LAKE,OPEN,PSYCHIATRIC
4708,LIFESTREAM BEHAVIORAL CENTER,LEESBURG,FL,LAKE,CLOSED,PSYCHIATRIC
4709,NCH HEALTHCARE SYSTEM NORTH NAPLES HOSPITAL CAMPUS,NAPLES,FL,COLLIER,OPEN,GENERAL ACUTE CARE
4710,BALDPATE HOSPITAL,GEORGETOWN,MA,ESSEX,OPEN,PSYCHIATRIC
4711,VCU HEALTH SYSTEM,RICHMOND,VA,RICHMOND CITY,OPEN,GENERAL ACUTE CARE
4712,PHYSICIANS REGIONAL - PINE RIDGE,NAPLES,FL,COLLIER,OPEN,GENERAL ACUTE CARE
4713,ORLANDO REGIONAL MEDICAL CENTER,ORLANDO,FL,ORANGE,OPEN,GENERAL ACUTE CARE
4714,CLEVELAND CLINIC TRADITION MEDICAL CENTER,PORT SAINT LUCIE,FL,ST. LUCIE,OPEN,GENERAL ACUTE CARE
4715,EDWARD WHITE HOSPITAL,SAINT PETERSBURG,FL,PINELLAS,CLOSED,GENERAL ACUTE CARE
4716,ST JOSEPH'S HOSPITAL,TAMPA,FL,HILLSBOROUGH,OPEN,GENERAL ACUTE CARE
4717,KINDRED HOSPITAL BOSTON,BOSTON,MA,SUFFOLK,OPEN,LONG TERM CARE
4718,VA BOSTON HEALTHCARE SYSTEM - JAMAICA PLAIN,JAMAICA PLAIN,MA,SUFFOLK,OPEN,MILITARY
4719,BAUM-HARMON MEMORIAL HOSPITAL,PRIMGHAR,IA,O'BRIEN,OPEN,CRITICAL ACCESS
4720,CHI HEALTH - MERCY CORNING,CORNING,IA,ADAMS,OPEN,CRITICAL ACCESS
4721,STEWART MEMORIAL COMMUNITY HOSPITAL,LAKE CITY,IA,CALHOUN,OPEN,CRITICAL ACCESS
4722,ADAIR COUNTY MEMORIAL HOSPITAL,GREENFIELD,IA,ADAIR,OPEN,CRITICAL ACCESS
4723,ST. JOSEPH'S CHILDREN'S HOSPITAL,TAMPA,FL,HILLSBOROUGH,OPEN,CHILDREN
4724,MARY GREELEY MEDICAL CENTER,AMES,IA,STORY,OPEN,GENERAL ACUTE CARE
4725,WAVERLY MUNICIPAL HOSPITAL,WAVERLY,IA,BREMER,OPEN,CRITICAL ACCESS
4726,REGIONAL MEDICAL CENTER,MANCHESTER,IA,DELAWARE,OPEN,GENERAL ACUTE CARE
4727,JACKSON COUNTY PUBLIC HOSPITAL,MAQUOKETA,IA,JACKSON,OPEN,CRITICAL ACCESS
4728,CHEROKEE REGIONAL MEDICAL CENTER,CHEROKEE,IA,CHEROKEE,OPEN,CRITICAL ACCESS
4729,DALLAS COUNTY HOSPITAL,PERRY,IA,DALLAS,OPEN,CRITICAL ACCESS
4730,MAHASKA HEALTH PARTNERSHIP,OSKALOOSA,IA,MAHASKA,OPEN,CRITICAL ACCESS
4731,BOUNDARY COMMUNITY HOSPITAL,BONNERS FERRY,ID,BOUNDARY,OPEN,GENERAL ACUTE CARE
4732,COMMUNITY HEALTH NETWORK REHABILITATION HOSPITAL,INDIANAPOLIS,IN,MARION,OPEN,REHABILITATION
4733,MITCHELL COUNTY HOSPITAL HEALTH SYSTEMS,BELOIT,KS,MITCHELL,OPEN,CRITICAL ACCESS
4734,CHRISTUS ST MARY OUTPATIENT CENTER MID COUNTY,PORT ARTHUR,TX,JEFFERSON,OPEN,SPECIAL
4735,MERCY ST VINCENT MEDICAL CENTER,TOLEDO,OH,LUCAS,OPEN,GENERAL ACUTE CARE
4736,CHILDREN'S HOSPITAL MEDICAL CENTER,CINCINNATI,OH,HAMILTON,OPEN,CHILDREN
4737,CINCINNATI CHILDREN'S HOSPITAL MEDICAL CENTER AT LINDNER CENTER,MASON,OH,WARREN,OPEN,PSYCHIATRIC
4738,JEFFERSON COUNTY HOSPITAL,FAYETTE,MS,JEFFERSON,OPEN,GENERAL ACUTE CARE
4739,ST JAMES HEALTHCARE,BUTTE,MT,SILVER BOW,OPEN,GENERAL ACUTE CARE
4740,KALISPELL REGIONAL MEDICAL CENTER,KALISPELL,MT,FLATHEAD,OPEN,GENERAL ACUTE CARE
4741,AVERA MCKENNAN HOSPITAL,SIOUX FALLS,SD,MINNEHAHA,OPEN,GENERAL ACUTE CARE
4742,CLARA BARTON HOSPITAL,HOISINGTON,KS,BARTON,OPEN,CRITICAL ACCESS
4743,HIAWATHA COMMUNITY HOSPITAL,HIAWATHA,KS,BROWN,OPEN,CRITICAL ACCESS
4744,HOLTON COMMUNITY HOSPITAL,HOLTON,KS,JACKSON,OPEN,CRITICAL ACCESS
4745,SUMNER COUNTY HOSPITAL,CALDWELL,KS,SUMNER,OPEN,CRITICAL ACCESS
4746,UNIVERSITY OF KANSAS HOSPITAL,KANSAS CITY,KS,WYANDOTTE,OPEN,GENERAL ACUTE CARE
4747,REGIONAL HEALTH RAPID CITY HOSPITAL,RAPID CITY,SD,PENNINGTON,OPEN,GENERAL ACUTE CARE
4748,NANTICOKE MEMORIAL HOSPITAL,SEAFORD,DE,SUSSEX,OPEN,GENERAL ACUTE CARE
4749,HIGH POINT TREATMENT CENTER,MIDDLEBOROUGH,MA,PLYMOUTH,OPEN,PSYCHIATRIC
4750,WHITTIER REHABILITATION HOSPITAL,WESTBOROUGH,MA,WORCESTER,OPEN,REHABILITATION
4751,HELENA REGIONAL MEDICAL CENTER,HELENA,AR,PHILLIPS,OPEN,GENERAL ACUTE CARE
4752,JOHNSON REGIONAL MEDICAL CENTER,CLARKSVILLE,AR,JOHNSON,OPEN,GENERAL ACUTE CARE
4753,SOUTH MISSISSIPPI COUNTY REGIONAL MEDICAL CENTER,OSCEOLA,AR,MISSISSIPPI,OPEN,CRITICAL ACCESS
4754,ARKANSAS SURGICAL HOSPITAL,NORTH LITTLE ROCK,AR,PULASKI,OPEN,SPECIAL
4755,WADLEY REGIONAL MEDICAL CENTER AT HOPE,HOPE,AR,HEMPSTEAD,OPEN,GENERAL ACUTE CARE
4756,WOODRIDGE BEHAVIORAL CENTER,WEST MEMPHIS,AR,CRITTENDEN,OPEN,PSYCHIATRIC
4757,"COBALT REHABILITATION HOSPITAL IV, LLC",SURPRISE,AZ,MARICOPA,OPEN,REHABILITATION
4758,COPPER SPRINGS HOSPITAL INC,AVONDALE,AZ,MARICOPA,OPEN,PSYCHIATRIC
4759,STANTON COUNTY HOSPITAL,JOHNSON,KS,STANTON,OPEN,CRITICAL ACCESS
4760,SALINE MEMORIAL HOSPITAL,BENTON,AR,SALINE,OPEN,GENERAL ACUTE CARE
4761,BAYHEALTH KENT GENERAL HOSPITAL,DOVER,DE,KENT,OPEN,GENERAL ACUTE CARE
4762,BANNER-UNIVERSITY MEDICAL CENTER SOUTH CAMPUS,TUCSON,AZ,PIMA,OPEN,GENERAL ACUTE CARE
4763,THE RIDGE BEHAVIORAL HEALTH SYSTEM,LEXINGTON,KY,FAYETTE,OPEN,PSYCHIATRIC
4764,UK HEALTHCARE GOOD SAMARITAN HOSPITAL,LEXINGTON,KY,FAYETTE,OPEN,GENERAL ACUTE CARE
4765,ENCOMPASS HEALTH BRAINTREE REHABILITATION HOSPITAL,BRAINTREE,MA,NORFOLK,OPEN,REHABILITATION
4766,SIGNATURE HEALTHCARE BROCKTON HOSPITAL,BROCKTON,MA,PLYMOUTH,OPEN,GENERAL ACUTE CARE
4767,NORCAP LODGE,FOXBOROUGH,MA,NORFOLK,OPEN,PSYCHIATRIC
4768,WHITTIER REHABILITATION HOSPITAL BRADFORD,HAVERHILL,MA,ESSEX,OPEN,REHABILITATION
4769,UNIVERSITY OF MD MEDICAL CENTER MIDTOWN CAMPUS,BALTIMORE,MD,BALTIMORE CITY,OPEN,GENERAL ACUTE CARE
4770,SUBURBAN HOSPITAL,BETHESDA,MD,MONTGOMERY,OPEN,GENERAL ACUTE CARE
4771,GOOD SAMARITAN MEDICAL CENTER,BROCKTON,MA,PLYMOUTH,OPEN,GENERAL ACUTE CARE
4772,CENTURA HEALTH-PENROSE ST FRANCIS HEALTH SERVICES,COLORADO SPRINGS,CO,EL PASO,OPEN,GENERAL ACUTE CARE
4773,PENINSULA REGIONAL MEDICAL CENTER,SALISBURY,MD,WICOMICO,OPEN,GENERAL ACUTE CARE
4774,HENRIETTA D GOODALL HOSPITAL,SANFORD,ME,YORK,CLOSED,GENERAL ACUTE CARE
4775,SEBASTICOOK VALLEY HOSPITAL,PITTSFIELD,ME,SOMERSET,OPEN,CRITICAL ACCESS
4776,MCLAREN BAY REGIONAL,BAY CITY,MI,BAY,OPEN,GENERAL ACUTE CARE
4777,CHILDREN'S HOSPITAL OF MICHIGAN,DETROIT,MI,WAYNE,OPEN,CHILDREN
4778,MIDMICHIGAN MEDICAL CENTER-MIDLAND,MIDLAND,MI,MIDLAND,OPEN,GENERAL ACUTE CARE
4779,MCLAREN MACOMB,MOUNT CLEMENS,MI,MACOMB,OPEN,GENERAL ACUTE CARE
4780,JOHN D. DINGELL VA MEDICAL CENTER,DETROIT,MI,WAYNE,OPEN,MILITARY
4781,VA ANN ARBOR HEALTHCARE SYSTEM,ANN ARBOR,MI,WASHTENAW,OPEN,MILITARY
4782,HENRY FORD MACOMB HOSPITAL,CLINTON TOWNSHIP,MI,MACOMB,OPEN,GENERAL ACUTE CARE
4783,EDWARD W SPARROW HOSPITAL,LANSING,MI,INGHAM,OPEN,GENERAL ACUTE CARE
4784,MCLAREN FLINT,FLINT,MI,GENESEE,OPEN,GENERAL ACUTE CARE
4785,HURLEY MEDICAL CENTER,FLINT,MI,GENESEE,OPEN,GENERAL ACUTE CARE
4786,HOLLAND COMMUNITY HOSPITAL,HOLLAND,MI,OTTAWA,OPEN,GENERAL ACUTE CARE
4787,SPECTRUM HEALTH ZEELAND COMMUNITY HOSPITAL,ZEELAND,MI,OTTAWA,OPEN,GENERAL ACUTE CARE
4788,PONTIAC GENERAL HOSPITAL,PONTIAC,MI,OAKLAND,OPEN,GENERAL ACUTE CARE
4789,ST JOSEPH MERCY OAKLAND,PONTIAC,MI,OAKLAND,OPEN,GENERAL ACUTE CARE
